time,lat,lon
1711630459,22.996641306834,135.69177592944
1711630468,22.564440787712,136.07763254434
1711630477,22.13111673391,136.4608545012
1711630486,21.69669765777,136.84150883579
1711630495,21.261213483743,137.21966010259
1711630504,20.824693634012,137.59537211575
1711630513,20.387165085265,137.96870962364
1711630522,19.948660211411,138.33973165512
1711630531,19.509205062358,138.70850154477
1711630540,19.068827197343,139.07508025923
1711630549,18.6275537451,139.43952808433
1711630558,18.185409439002,139.80190625384
1711630567,17.742424540431,140.16227049265
1711630576,17.298622992492,140.52068075013
1711630585,16.854030335242,140.87719472566
1711630594,16.408669751104,141.23187108933
1711630603,15.962570044326,141.58476316295
1711630612,15.515753707511,141.9359284478
1711630621,15.068244893883,142.28542228994
1711630630,14.620067439791,142.63329948517
1711630639,14.171242868405,142.97961583932
1711630648,13.721798429497,143.32442199836
1711630657,13.271755072013,143.66777275272
1711630666,12.821135477793,144.00972085387
1711630675,12.369962067326,144.35031858187
1711630684,11.918254989844,144.68961927532
1711630693,11.4660402132,145.02767128614
1711630702,11.013337418234,145.36452709603
1711630711,10.560168083659,145.70023725996
1711630720,10.106551449048,146.03485343536
1711630729,9.6525126378343,146.36842241992
1711630738,9.1980704998385,146.70099514244
1711630747,8.7432457301074,147.03262069102
1711630756,8.2880588513838,147.36334782747
1711630765,7.8325281861805,147.6932264763
1711630774,7.3766780128881,148.02230184605
1711630783,6.9205263563453,148.35062329309
1711630792,6.4640931407687,148.6782384355
1711630801,6.0073981628615,149.00519464575
1711630810,5.5504590572949,149.33154052429
1711630819,5.093299477043,149.65732008292
1711630828,4.6359368457162,149.98258151371
1711630837,4.1783905356717,150.30737136707
1711630846,3.7206777877024,150.63173747706
1711630855,3.262821904724,150.95572317919
1711630864,2.8048399828658,151.27937602622
1711630873,2.3467511036751,151.60274200232
1711630882,1.8885742964221,151.92586698992
1711630891,1.4303264975392,152.24879822888
1711630900,0.97203075307505,152.57157855878
1711630909,0.51370393547284,152.89425509619
1711630918,0.055364945441904,153.21687347544
1711630927,-0.40296732842585,153.53947930849
1711630936,-0.86127605038799,153.86211964322
1711630945,-1.3195382344994,154.18483720993
1711630954,-1.777737029511,154.5076790907
1711630963,-2.2358535154958,154.83069096644
1711630972,-2.6938707919366,155.15392002037
1711630981,-3.1517657801783,155.4774091732
1711630990,-3.609521500436,155.80120576835
1711630999,-4.0671188732279,156.1253558092
1711631008,-4.5245387588253,156.44990541942
1711631017,-4.9817639927744,156.77490231278
1711631026,-5.4387712025918,157.10038999568
1711631035,-5.8955430633394,157.42641649986
1711631044,-6.3520601124894,157.75302858915
1711631053,-6.8083027859098,158.08027322725
1711631062,-7.2642534469242,158.4081990612
1711631071,-7.7198882260314,158.73685057062
1711631080,-8.1751892418705,159.06627687898
1711631089,-8.6301364380346,159.39652590918
1711631098,-9.0847116443625,159.72764734612
1711631107,-9.5388904412149,160.05968672805
1711631116,-9.9926543431336,160.39269434356
1711631125,-10.445982659453,160.7267193309
1711631134,-10.898854517915,161.06181117222
1711631143,-11.351250876477,161.39802121516
1711631152,-11.803146426368,161.73539667203
1711631161,-12.254521716668,162.07398965329
1711631170,-12.705355052711,162.41385117689
1711631179,-13.155624509482,162.75503268467
1711631188,-13.605309930296,163.09758759271
1711631197,-14.054384878045,163.44156517578
1711631206,-14.502828686252,163.78701977075
1711631215,-14.95061840462,164.13400467339
1711631224,-15.397730799674,164.48257368221
1711631233,-15.844144337659,164.83278268325
1711631242,-16.289831193872,165.18468339603
1711631251,-16.734769215006,165.53833278167
1711631260,-17.178933921691,165.89378680345
1711631269,-17.622302473941,166.25110360509
1711631278,-18.064845734518,166.61033712789
1711631287,-18.506540148745,166.97154670873
1711631296,-18.947359800172,167.33479071363
1711631305,-19.387278381537,167.70012814475
1711631314,-19.826271142001,168.06762030169
1711631323,-20.264307028179,168.43732421387
1711631332,-20.701360445406,168.80930250985
1711631341,-21.137403389849,169.18361686838
1711631350,-21.572407398973,169.56032966822
1711631359,-22.00634547463,169.9395057002
1711631368,-22.439184313835,170.32120538679
1711631377,-22.870895933201,170.70549496212
1711631386,-23.301449889533,171.09243971259
1711631395,-23.730817123431,171.48210742308
1711631404,-24.158962271307,171.87456140502
1711631413,-24.585855166216,172.26987095448
1711631422,-25.011463138595,172.66810440291
1711631431,-25.435752921979,173.06933085787
1711631440,-25.858692523997,173.47362202109
1711631449,-26.280243652791,173.8810449481
1711631458,-26.700373044249,174.29167289291
1711631467,-27.119044875723,174.70557809256
1711631476,-27.536222642227,175.12283356582
1711631485,-27.951870993291,175.54351499817
1711631494,-28.365948289493,175.96769319898
1711631503,-28.778417733101,176.39544537754
1711631512,-29.189239910411,176.82684762725
1711631521,-29.598376459979,177.2619787409
1711631530,-30.005782745676,177.70091239972
1711631539,-30.411418812154,178.1437288279
1711631548,-30.815242042434,178.59050701022
1711631557,-31.217208971894,179.04132660732
1711631566,-31.617277053569,179.49626997425
1711631575,-32.015397494048,179.95541397947
1711631584,-32.411525965647,-179.58115823565
1711631593,-32.805615425251,-179.1133637621
1711631602,-33.197617888489,-178.64112040539
1711631611,-33.587486149356,-178.16434294084
1711631620,-33.975166800221,-177.68295211718
1711631629,-34.360610671343,-177.19686192004
1711631638,-34.743765832194,-176.70598813243
1711631647,-35.124581019045,-176.21024404706
1711631656,-35.502998819278,-175.70954941852
1711631665,-35.878965869882,-175.20381723819
1711631674,-36.252426021753,-174.69296265366
1711631683,-36.623322032596,-174.17690084635
1711631692,-36.991597193326,-173.65554477812
1711631701,-37.357188741435,-173.12881463293
1711631710,-37.720037727209,-172.59662393596
1711631719,-38.080082405484,-172.05888896135
1711631728,-38.437259878122,-171.51552653002
1711631737,-38.791507662564,-170.96645166632
1711631746,-39.142757363515,-170.4115875734
1711631755,-39.490944169667,-169.85085104635
1711631764,-39.836000502214,-169.28416241229
1711631773,-40.177859124294,-168.71144067112
1711631782,-40.516447042631,-168.13261392836
1711631791,-40.851694679812,-167.54760420768
1711631800,-41.183529751557,-166.95633784699
1711631809,-41.511878809484,-166.3587431431
1711631818,-41.836668694976,-165.75474783756
1711631827,-42.157820760264,-165.14429015488
1711631836,-42.475259596381,-164.52730282093
1711631845,-42.788907228345,-163.90372406152
1711631854,-43.098684597692,-163.27349515271
1711631863,-43.404512946868,-162.63655780309
1711631872,-43.706308398209,-161.99286582601
1711631881,-44.003990191387,-161.34236831696
1711631890,-44.297465545352,-160.68504452415
1711631899,-44.586679524472,-160.02078507718
1711631908,-44.871519453836,-159.34962168297
1711631917,-45.151906792379,-158.6715070166
1711631926,-45.42775638237,-157.98641322759
1711631935,-45.698981087377,-157.29432096458
1711631944,-45.965494322958,-156.59521355036
1711631953,-46.227205384166,-155.88908981714
1711631962,-46.484026672081,-155.17594565914
1711631971,-46.735868989696,-154.45578680577
1711631980,-46.982642832492,-153.72862601407
1711631989,-47.224259551088,-152.99448006993
1711631998,-47.460627153619,-152.25338324071
1711632007,-47.691656892427,-151.50536787102
1711632016,-47.917259031112,-150.75047775787
1711632025,-48.137344052745,-149.98876515281
1711632034,-48.351823727892,-149.22028756745
1711632043,-48.560607431534,-148.44512178672
1711632052,-48.763608028585,-147.66334348104
1711632061,-48.960738150113,-146.87504112388
1711632070,-49.151912147349,-146.08030918938
1711632079,-49.337042845427,-145.27926255373
1711632088,-49.51604682106,-144.47201531417
1711632097,-49.688841109816,-143.65869508006
1711632106,-49.855344229831,-142.83943951295
1711632115,-50.015477041423,-142.0143926723
1711632124,-50.16916007208,-141.18371980725
1711632133,-50.316317973263,-140.3475852033
1711632142,-50.456876789908,-139.50616685012
1711632151,-50.590764852261,-138.65965266734
1711632160,-50.717913490005,-137.80823654911
1711632169,-50.838254948102,-136.95213343097
1711632178,-50.951725954646,-136.09155623057
1711632187,-51.058265570715,-135.22673078803
1711632196,-51.157816353232,-134.35788787257
1711632205,-51.250322751384,-133.48527838945
1711632214,-51.335733916951,-132.60914968555
1711632223,-51.414002026165,-131.72976063967
1711632232,-51.485082866806,-130.84737731911
1711632241,-51.548936226006,-129.96226851147
1711632250,-51.605524890772,-129.07472102274
1711632259,-51.654816461651,-128.1850153605
1711632268,-51.696782269302,-127.2934409451
1711632277,-51.731397756517,-126.40029152614
1711632286,-51.75864265291,-125.50586052463
1711632295,-51.778500578629,-124.61045635472
1711632304,-51.790959821335,-123.71437773621
1711632313,-51.796012849929,-122.81792897575
1711632322,-51.793656447317,-121.92141124619
1711632331,-51.783891794737,-121.02513789543
1711632340,-51.766724405021,-120.12940967459
1711632349,-51.742164115507,-119.23453005011
1711632358,-51.710225065535,-118.34080048332
1711632367,-51.670925463545,-117.44851574428
1711632376,-51.624288269969,-116.55797917525
1711632385,-51.570340078575,-115.66947808965
1711632394,-51.509111710797,-114.78329909216
1711632403,-51.440637970173,-113.8997234694
1711632412,-51.364957191522,-113.0190226722
1711632421,-51.28211252049,-112.14147349551
1711632430,-51.192149768494,-111.2673339336
1711632439,-51.095118610974,-110.39685845832
1711632448,-50.991071654009,-109.53028976506
1711632457,-50.880066189142,-108.66787384516
1711632466,-50.762161259336,-107.80983637653
1711632475,-50.637419340399,-106.95639791481
1711632484,-50.505905739279,-106.10776972974
1711632493,-50.36768780561,-105.26414980661
1711632502,-50.222837274938,-104.42573771211
1711632511,-50.07142640075,-103.5927118097
1711632520,-49.913530235051,-102.76524425281
1711632529,-49.749225863692,-101.94349712611
1711632538,-49.57859146812,-101.12761877341
1711632547,-49.401709244434,-100.31775835858
1711632556,-49.218660667204,-99.514044013841
1711632565,-49.029529356031,-98.716597521233
1711632574,-48.834400172808,-97.925530748262
1711632583,-48.63335815905,-97.140942279904
1711632592,-48.426492010063,-96.362931570383
1711632601,-48.213888538797,-95.591578073727
1711632610,-47.995636105928,-94.826955500198
1711632619,-47.77182258729,-94.069125139075
1711632628,-47.542539271641,-93.318149614084
1711632637,-47.307874732833,-92.574072806653
1711632646,-47.067918688716,-91.836933701059
1711632655,-46.822760899639,-91.106763256096
1711632664,-46.572489930551,-90.383581471774
1711632673,-46.317197546898,-89.667410580782
1711632682,-46.056971904665,-88.958255948091
1711632691,-45.791901912202,-88.256119334527
1711632700,-45.522076037409,-87.560995951408
1711632709,-45.247580990487,-86.872871704009
1711632718,-44.968506578783,-86.191735768324
1711632727,-44.68493827465,-85.517562436136
1711632736,-44.39696203944,-84.850323749804
1711632745,-44.104661731912,-84.189983769014
1711632754,-43.808124300434,-83.536510638009
1711632763,-43.507431893293,-82.889859159012
1711632772,-43.20266702209,-82.249982909139
1711632781,-42.893911224639,-81.616831544712
1711632790,-42.58124362285,-80.990348279693
1711632799,-42.264746499472,-80.370481314542
1711632808,-41.944496883368,-79.75716728122
1711632817,-41.620572099225,-79.150342714744
1711632826,-41.293048357854,-78.549941468663
1711632835,-40.961999251207,-77.955892295663
1711632844,-40.627501673561,-77.368129654595
1711632853,-40.289626930363,-76.786577981474
1711632862,-39.948446633961,-76.21116253502
1711632871,-39.604029678823,-75.641804381247
1711632880,-39.256448411187,-75.078430724455
1711632889,-38.905769389397,-74.520959804908
1711632898,-38.552059529297,-73.96931126627
1711632907,-38.195384574535,-73.423403748294
1711632916,-37.835807487339,-72.883152627403
1711632925,-37.473394897474,-72.348479786804
1711632934,-37.108207465003,-71.819299253687
1711632943,-36.740306306515,-71.295527004158
1711632952,-36.369751404543,-70.777078647841
1711632961,-35.996599945306,-70.263867250455
1711632970,-35.620913015395,-69.755812585564
1711632979,-35.242745606266,-69.25282746159
1711632988,-34.862153289771,-68.754827007147
1711632997,-34.47918885374,-68.261724251069
1711633006,-34.09390917632,-67.773438991373
1711633015,-33.706364970125,-67.289884637908
1711633024,-33.316607636711,-66.810977113929
1711633033,-32.924687577173,-66.336632698648
1711633042,-32.53065244371,-65.866765989619
1711633051,-32.134554212969,-65.40129833292
1711633060,-31.736438635158,-64.940145265067
1711633069,-31.336352289162,-64.483224974465
1711633078,-30.934340844361,-64.030456227149
1711633087,-30.530447269647,-63.581756402434
1711633096,-30.124719082777,-63.137049527045
1711633105,-29.717197535637,-62.696254266438
1711633114,-29.307924847003,-62.259291988642
1711633123,-28.896940578915,-61.826082840917
1711633132,-28.484289011968,-61.396553496403
1711633141,-28.070008140209,-60.970625549692
1711633150,-27.654137031104,-60.548223291755
1711633159,-27.23671401043,-60.129271774992
1711633168,-26.817774804316,-59.713694970774
1711633177,-26.39736005522,-59.301423191283
1711633186,-25.975504102707,-58.892381947494
1711633195,-25.552242485671,-58.486499397348
1711633204,-25.127610090292,-58.083704481302
1711633213,-24.701639260033,-57.68392514115
1711633222,-24.274367435512,-57.28709545305
1711633231,-23.845825745589,-56.89314490179
1711633240,-23.416046634954,-56.502005538022
1711633249,-22.985061979077,-56.113610178853
1711633258,-22.552901165674,-55.727890682844
1711633267,-22.11959884331,-55.344784827676
1711633276,-21.685183345215,-54.964225956443
1711633285,-21.249684427007,-54.586149877307
1711633294,-20.813129398464,-54.210491449375
1711633303,-20.375550949123,-53.837191278583
1711633312,-19.936975453232,-53.466185631038
1711633321,-19.497430785538,-53.097413149078
1711633330,-19.056944386,-52.730813154385
1711633339,-18.615541298226,-52.366324010546
1711633348,-18.173252079882,-52.003889618032
1711633357,-17.730100976382,-51.6434496248
1711633366,-17.286113822743,-51.284945939168
1711633375,-16.841316085109,-50.928321081627
1711633384,-16.395730879581,-50.573516588341
1711633393,-15.94938695566,-50.220479332695
1711633402,-15.50230675662,-49.869151994268
1711633411,-15.054514395595,-49.519479395979
1711633420,-14.606031670635,-49.171405346241
1711633429,-14.156886098664,-48.824878840415
1711633438,-13.707098897314,-48.479844709635
1711633447,-13.256693012447,-48.136249836071
1711633456,-12.805691125622,-47.794041577675
1711633465,-12.354113644774,-47.453166231458
1711633474,-11.901986792065,-47.113575106929
1711633483,-11.449330501799,-46.775215367544
1711633492,-10.996166502912,-46.438036115742
1711633501,-10.542516311494,-46.101986850154
1711633510,-10.088399209541,-45.767015954479
1711633519,-9.63384037693,-45.43307666628
1711633528,-9.1788587204755,-45.100118076655
1711633537,-8.7234750015705,-44.768091108443
1711633546,-8.2677077781705,-44.436945521899
1711633555,-7.811581565375,-44.106635815956
1711633564,-7.3551146197345,-43.777112330468
1711633573,-6.8983270962975,-43.448327155164
1711633582,-6.4412390208312,-43.12023263131
1711633591,-5.9838682533418,-42.792779873197
1711633600,-5.5262386763784,-42.465924604491
1711633609,-5.068367935838,-42.139618359572
1711633618,-4.6102756266902,-41.813814325453
1711633627,-4.1519812573789,-41.488465860546
1711633636,-3.6935022081884,-41.163525026943
1711633645,-3.2348619387014,-40.838948382941
1711633654,-2.7760776983415,-40.514688251842
1711633663,-2.3171687321977,-40.190698517965
1711633672,-1.8581521877838,-39.866931710326
1711633681,-1.3990513314509,-39.543344775044
1711633690,-0.93988324457944,-39.219890375664
1711633699,-0.48066703907643,-38.896522667387
1711633708,-0.021421813630206,-38.573195833332
1711633717,0.43783539112992,-38.249862623149
1711633726,0.89708137277767,-37.926480118709
1711633735,1.3562990770655,-37.603001046063
1711633744,1.8154693778849,-37.27937954088
1711633753,2.2745731222331,-36.955569687152
1711633762,2.733593173908,-36.631524052077
1711633771,3.1925061979139,-36.307199465488
1711633780,3.6512949643208,-35.982548312636
1711633789,4.1099401317748,-35.657524311303
1711633798,4.5684243405235,-35.332079591912
1711633807,5.0267240068077,-35.006170502738
1711633816,5.4848216120037,-34.679748865114
1711633825,5.9426974951678,-34.352767774641
1711633834,6.4003318945639,-34.025180131241
1711633843,6.8577069831621,-33.696937154178
1711633852,7.3147986827393,-33.367994238248
1711633861,7.7715889230475,-33.038302133833
1711633870,8.2280574533082,-32.707812796994
1711633879,8.6841838785611,-32.376477907442
1711633888,9.1399496872835,-32.044247365092
1711633897,9.5953300942062,-31.711075218554
1711633906,10.050306255809,-31.376910738144
1711633915,10.504857109556,-31.041704336156
1711633924,10.958961402701,-30.70540606747
1711633933,11.412599709519,-30.367964102245
1711633942,11.865746311995,-30.029330748664
1711633951,12.318381357559,-29.689453386223
1711633960,12.770482735187,-29.348280478083
1711633969,13.222030111455,-29.005758514779
1711633978,13.672996848367,-28.661838128826
1711633987,14.123362104358,-28.316464891907
1711633996,14.573102746692,-27.969585417336
1711634005,15.022195360366,-27.621145816012
1711634014,15.47061824007,-27.271090112039
1711634023,15.918343363454,-26.919366493652
1711634032,16.365348407374,-26.565917908812
1711634041,16.811608714647,-26.210688301731
1711634050,17.257099288217,-25.853621036375
1711634059,17.701796765134,-25.494657272379
1711634068,18.145671455911,-25.133742377363
1711634077,18.58869925975,-24.770816284568
1711634086,19.030853696219,-24.405819888486
1711634095,19.472109852395,-24.03869178438
1711634104,19.912436483292,-23.669374828788
1711634113,20.351807833811,-23.297806279496
1711634122,20.790195730484,-22.923924337538
1711634131,21.227571541972,-22.547666498364
1711634140,21.663908112903,-22.168967841449
1711634149,22.099171951601,-21.787767801406
1711634158,22.533334918823,-21.404000000182
1711634167,22.966366405522,-21.017598997367
1711634176,23.398235270362,-20.628498593406
1711634185,23.828911746584,-20.236630062962
1711634194,24.258359730315,-19.84192916665
1711634203,24.686548316187,-19.444325634025
1711634212,25.113444074302,-19.043750152242
1711634221,25.539014860903,-18.640130804644
1711634230,25.963222197543,-18.233400298105
1711634239,26.386032668759,-17.823485135461
1711634248,26.807410288744,-17.410312818021
1711634257,27.227318389102,-16.993810048823
1711634266,27.645721467934,-16.573900850119
1711634275,28.062577696823,-16.150514091117
1711634284,28.477850125202,-15.723572231608
1711634293,28.891499173341,-15.292998822788
1711634302,29.303484487495,-14.85871664783
1711634311,29.713766751354,-14.420645767279
1711634320,30.122300338322,-13.978711383952
1711634329,30.529044297384,-13.53283211087
1711634338,30.933954989806,-13.082927807304
1711634347,31.336989705383,-12.628915613135
1711634356,31.738099444876,-12.170718111646
1711634365,32.137239711405,-11.708251182057
1711634374,32.534363275982,-11.241432132112
1711634383,32.929421964513,-10.770177714465
1711634392,33.322368390807,-10.294402030295
1711634401,33.71314892101,-9.8140251018199
1711634410,34.101714195211,-9.3289601609178
1711634419,34.488012073327,-8.8391221899089
1711634428,34.871989378819,-8.3444258637055
1711634437,35.253593582013,-7.8447833690437
1711634446,35.632765970403,-7.3401134301983
1711634455,36.009451868326,-6.8303279832095
1711634464,36.383593787065,-6.3153411686167
1711634473,36.755134776464,-5.7950648584507
1711634482,37.12401177909,-5.2694180767346
1711634491,37.490165583289,-4.738313145623
1711634500,37.85353415585,-4.2016650719992
1711634509,38.214054298212,-3.6593893482699
1711634518,38.571663229221,-3.1113996120361
1711634527,38.926292195743,-2.5576176004065
1711634536,39.277876058604,-1.9979585904616
1711634545,39.626346880134,-1.4323413184179
1711634554,39.971635526611,-0.86068569760361
1711634563,40.313673189181,-0.28291038530574
1711634572,40.652385283648,0.30105668616415
1711634581,40.987700628832,0.89129362472111
1711634590,41.319545321776,1.4878740843801
1711634599,41.647844282986,2.0908696347378
1711634608,41.972522711354,2.7003522912594
1711634617,42.293500309361,3.3163833698339
1711634626,42.610700010091,3.9390296065598
1711634635,42.924042176328,4.5683520523091
1711634644,43.23344745933,5.2044113959928
1711634653,43.538831312564,5.8472563068721
1711634662,43.840112323885,6.4969402321569
1711634671,44.137206701877,7.1535097833817
1711634680,44.430029709185,7.8170072867201
1711634689,44.718496988077,8.4874735107969
1711634698,45.002519472285,9.164935355343
1711634707,45.28201118047,9.8494235371793
1711634716,45.556884098636,10.540960330902
1711634725,45.827049545402,11.239562244801
1711634734,46.092419418653,11.945242882843
1711634743,46.352901548461,12.657999984402
1711634752,46.608406897755,13.377834041579
1711634761,46.858844883232,14.104735402976
1711634770,47.104125750981,14.838690402469
1711634779,47.34415631302,15.579667900992
1711634788,47.578846632078,16.327638676225
1711634797,47.808105723109,17.082562041122
1711634806,48.031842778042,17.844388830149
1711634815,48.249968250423,18.613064583494
1711634824,48.462390107733,19.388515518125
1711634833,48.669019815458,20.170668908461
1711634842,48.869768549075,20.95943915285
1711634851,49.064548324435,21.754730996353
1711634860,49.253272974847,22.55644295355
1711634869,49.435854954602,23.364452794012
1711634878,49.61221055632,24.178638924057
1711634887,49.782256666749,24.99886598634
1711634896,49.945912501868,25.824992074578
1711634905,50.103096871767,26.656853907756
1711634914,50.253732735016,27.494288998303
1711634923,50.397744408403,28.337120951793
1711634932,50.535058478151,29.185163232425
1711634941,50.665604533006,30.038223113383
1711634950,50.789313023525,30.896086568003
1711634959,50.906118925368,31.758541361933
1711634968,51.015959532768,32.625362073688
1711634977,51.118775212009,33.496314193267
1711634986,51.214509963648,34.37115838064
1711634995,51.30310988707,35.249635186752
1711635004,51.384525887241,36.131488944069
1711635013,51.458712062488,37.016452603756
1711635022,51.525626554943,37.904256116235
1711635031,51.585230501756,38.794611083911
1711635040,51.637489936109,39.687235151298
1711635049,51.682374653991,40.581836749064
1711635058,51.719858615081,41.47811969388
1711635067,51.74992013484,42.37578786724
1711635076,51.772541442876,43.274529843417
1711635085,51.787709540039,44.174043673439
1711635094,51.7954156659,45.07402155771
1711635103,51.795655475389,45.974154586278
1711635112,51.788429002648,46.874137498012
1711635121,51.773740823575,47.773653327106
1711635130,51.751599848989,48.672398281285
1711635139,51.722019394697,49.570066376977
1711635148,51.68501694547,50.466358185942
1711635157,51.640614799092,51.360965519208
1711635166,51.588839010884,52.253596155509
1711635175,51.52971994781,53.143958470215
1711635184,51.46329205405,54.031766082875
1711635193,51.389593409189,54.916742414833
1711635202,51.308666972496,55.798605453115
1711635211,51.220558490518,56.677092030225
1711635220,51.125317658696,57.551942489394
1711635229,51.02299767641,58.422905112133
1711635238,50.913654603853,59.289740407931
1711635247,50.797349203752,60.152206014834
1711635256,50.674143857887,61.010080291035
1711635265,50.544104336363,61.863147091679
1711635274,50.407299165918,62.711199906785
1711635283,50.263798812138,63.554045827604
1711635292,50.113678111894,64.391490666638
1711635301,49.957012259046,65.223361692135
1711635310,49.793879175487,66.049492618491
1711635319,49.624357947371,66.869731085962
1711635328,49.448531720651,67.683924029143
1711635337,49.266482990787,68.491939651698
1711635346,49.078296445151,69.293652671644
1711635355,48.884058061362,70.088947908895
1711635364,48.683854044239,70.877723674361
1711635373,48.477774281217,71.659877544946
1711635382,48.26590682472,72.435327345698
1711635391,48.048341303139,73.20399681779
1711635400,47.825167901135,73.965818940604
1711635409,47.596476192155,74.72073905396
1711635418,47.362359124772,75.468701136822
1711635427,47.122906765826,76.209667789005
1711635436,46.878210248847,76.943606422114
1711635445,46.628359524666,77.670495594695
1711635454,46.373447746901,78.390311749489
1711635463,46.113564470342,79.103048407645
1711635472,45.848800002307,79.808702832577
1711635481,45.579244209174,80.507278985828
1711635490,45.304985197655,81.198790292132
1711635499,45.026114163272,81.883246995787
1711635508,44.742717962374,82.560674399748
1711635517,44.454883929776,83.231100163244
1711635526,44.162698602662,83.894557106959
1711635535,43.866246330329,84.551085835411
1711635544,43.565614543684,85.200722736924
1711635553,43.260885757359,85.843517307668
1711635562,42.952142810752,86.479520103171
1711635571,42.639466108885,87.108788216242
1711635580,42.322939198382,87.731373792476
1711635589,42.002640351565,88.34734065397
1711635598,41.678648115427,88.956752771924
1711635607,41.351039901249,89.559676858166
1711635616,41.019890478509,90.156184790102
1711635625,40.685277897442,90.746342754861
1711635634,40.347274594749,91.330227039348
1711635643,40.005953290725,91.907913135798
1711635652,39.661385510576,92.479478232096
1711635661,39.313640019201,93.045003545018
1711635670,38.96278905221,93.604564062508
1711635679,38.608898989016,94.158243548036
1711635688,38.252036559925,94.706124246739
1711635697,37.892265688575,95.248291691508
1711635706,37.529653944469,95.784824895747
1711635715,37.164262900656,96.315810764676
1711635724,36.79615456355,96.841334253189
1711635733,36.425389781705,97.361480687417
1711635742,36.052026582816,97.876337947091
1711635751,35.676126874461,98.3859871824
1711635760,35.297746443174,98.890516529167
1711635769,34.916941634061,99.390011792007
1711635778,34.533767702937,99.884558676596
